,0
2342,-34
2343,-35
2344,-36
2345,-37
2346,-38
2347,-37
2348,-38
2349,-37
2350,-36
2351,-35
2352,-34
2353,-33
2354,-34
2355,-35
2356,-34
2357,-33
2358,-34
2359,-35
2360,-36
2361,-37
2362,-36
2363,-35
2364,-34
2365,-35
2366,-36
2367,-35
2368,-36
2369,-37
2370,-36
2371,-35
2372,-36
2373,-37
2374,-36
2375,-35
2376,-34
2377,-35
2378,-36
2379,-37
2380,-36
2381,-35
2382,-34
2383,-33
2384,-32
2385,-31
2386,-30
2387,-29
2388,-28
2389,-29
2390,-30
2391,-31
2392,-32
2393,-33
2394,-32
2395,-33
2396,-34
2397,-33
2398,-34
2399,-33
2400,-32
2401,-31
2402,-32
2403,-33
2404,-34
2405,-35
2406,-34
2407,-35
2408,-36
2409,-35
2410,-34
2411,-35
2412,-36
2413,-37
2414,-38
2415,-37
2416,-38
2417,-39
2418,-40
2419,-41
2420,-42
2421,-43
2422,-42
2423,-41
2424,-42
2425,-41
2426,-40
2427,-41
2428,-40
2429,-39
2430,-38
2431,-37
2432,-36
2433,-37
2434,-38
2435,-37
2436,-38
2437,-39
2438,-40
2439,-39
2440,-38
2441,-37
2442,-38
2443,-39
2444,-40
2445,-39
2446,-40
2447,-39
2448,-38
2449,-37
2450,-38
2451,-39
2452,-40
2453,-39
2454,-40
2455,-39
2456,-38
2457,-37
2458,-36
2459,-35
2460,-36
2461,-35
2462,-34
2463,-35
2464,-36
2465,-35
2466,-36
2467,-37
2468,-38
2469,-39
2470,-40
2471,-41
2472,-40
2473,-39
2474,-38
2475,-39
2476,-38
2477,-39
2478,-40
2479,-41
2480,-40
2481,-41
2482,-40
2483,-41
2484,-40
2485,-39
2486,-40
2487,-39
2488,-40
2489,-39
2490,-38
2491,-39
2492,-40
2493,-39
2494,-38
2495,-37
2496,-36
2497,-35
2498,-36
2499,-35
2500,-34
2501,-33
2502,-34
2503,-33
2504,-32
2505,-31
2506,-32
2507,-33
2508,-34
2509,-35
2510,-34
2511,-33
2512,-34
2513,-33
2514,-32
2515,-31
2516,-32
2517,-31
2518,-30
2519,-29
2520,-30
2521,-29
2522,-28
2523,-27
2524,-26
2525,-27
2526,-28
2527,-29
2528,-28
2529,-29
2530,-28
2531,-27
2532,-26
2533,-27
2534,-28
2535,-29
2536,-30
2537,-31
2538,-32
2539,-31
2540,-32
2541,-31
2542,-30
2543,-29
2544,-28
2545,-27
2546,-28
2547,-27
2548,-28
2549,-29
2550,-28
2551,-29
2552,-28
2553,-27
2554,-28
2555,-27
2556,-26
2557,-25
2558,-26
2559,-27
2560,-26
2561,-25
2562,-26
2563,-25
2564,-24
2565,-25
2566,-24
2567,-25
2568,-24
2569,-23
2570,-22
2571,-23
2572,-24
2573,-23
2574,-22
2575,-21
2576,-22
2577,-23
2578,-22
2579,-23
2580,-24
2581,-25
2582,-26
2583,-25
2584,-24
2585,-25
2586,-24
2587,-25
2588,-26
2589,-27
2590,-26
2591,-25
2592,-26
2593,-25
2594,-24
2595,-25
2596,-26
2597,-25
2598,-24
2599,-23
2600,-22
2601,-21
2602,-22
2603,-21
2604,-22
2605,-23
2606,-24
2607,-23
2608,-22
2609,-21
2610,-20
2611,-21
2612,-22
2613,-21
2614,-22
2615,-21
2616,-22
2617,-21
2618,-20
2619,-21
2620,-20
2621,-21
2622,-20
2623,-19
2624,-18
2625,-17
2626,-16
2627,-17
2628,-16
2629,-15
2630,-16
2631,-17
2632,-16
2633,-17
2634,-18
2635,-17
2636,-16
2637,-15
2638,-14
2639,-15
2640,-14
2641,-15
2642,-16
2643,-15
2644,-16
2645,-17
2646,-18
2647,-19
2648,-20
2649,-19
2650,-18
2651,-19
2652,-20
2653,-21
2654,-20
2655,-21
2656,-20
2657,-19
2658,-20
2659,-19
2660,-20
2661,-21
2662,-22
2663,-23
2664,-22
2665,-21
2666,-22
2667,-23
2668,-22
2669,-23
2670,-24
2671,-25
2672,-24
2673,-23
2674,-22
2675,-23
2676,-24
2677,-25
2678,-26
2679,-25
2680,-26
2681,-27
2682,-26
2683,-27
2684,-28
2685,-27
2686,-28
2687,-29
2688,-30
2689,-31
2690,-32
2691,-33
2692,-32
2693,-33
2694,-32
2695,-33
2696,-34
2697,-35
2698,-36
2699,-37
2700,-36
2701,-37
2702,-38
2703,-39
2704,-38
2705,-39
2706,-38
2707,-39
2708,-40
2709,-39
2710,-40
2711,-39
2712,-38
2713,-39
2714,-40
2715,-41
2716,-42
2717,-41
2718,-42
2719,-43
2720,-44
2721,-45
2722,-46
2723,-45
2724,-46
2725,-47
2726,-48
2727,-47
2728,-48
2729,-49
2730,-48
2731,-49
2732,-50
2733,-51
2734,-52
2735,-51
2736,-52
2737,-53
2738,-54
2739,-53
2740,-54
2741,-53
2742,-54
2743,-55
2744,-54
2745,-55
2746,-56
2747,-55
2748,-54
2749,-53
2750,-54
2751,-53
2752,-54
2753,-53
2754,-52
2755,-53
2756,-52
2757,-53
2758,-52
2759,-53
2760,-54
2761,-55
2762,-56
2763,-55
2764,-56
2765,-57
2766,-56
2767,-55
2768,-56
2769,-57
2770,-56
2771,-55
2772,-54
2773,-55
2774,-56
2775,-57
2776,-56
2777,-55
2778,-56
2779,-55
2780,-56
2781,-57
2782,-58
2783,-59
2784,-58
2785,-57
2786,-56
2787,-55
2788,-54
2789,-55
2790,-56
2791,-55
2792,-54
2793,-55
2794,-54
2795,-55
2796,-56
2797,-55
2798,-54
2799,-53
2800,-52
2801,-53
2802,-54
2803,-53
2804,-54
2805,-55
2806,-56
2807,-55
2808,-54
2809,-53
2810,-54
2811,-53
2812,-54
2813,-55
2814,-56
2815,-57
2816,-56
2817,-57
2818,-56
2819,-57
2820,-56
2821,-57
2822,-58
2823,-59
2824,-58
2825,-59
2826,-58
2827,-57
2828,-56
2829,-55
2830,-54
2831,-55
2832,-56
2833,-57
2834,-56
2835,-55
2836,-54
2837,-53
2838,-52
2839,-53
2840,-52
2841,-53
2842,-54
2843,-55
2844,-54
2845,-55
2846,-56
2847,-57
2848,-58
2849,-57
2850,-58
2851,-57
2852,-58
2853,-57
2854,-56
2855,-57
2856,-58
2857,-59
2858,-60
2859,-61
2860,-62
2861,-63
2862,-64
2863,-63
2864,-64
2865,-63
2866,-64
2867,-63
2868,-64
2869,-63
2870,-64
2871,-65
2872,-64
2873,-65
2874,-66
2875,-65
2876,-64
2877,-65
2878,-66
2879,-67
2880,-66
2881,-65
2882,-64
2883,-65
2884,-64
2885,-65
2886,-66
2887,-67
2888,-68
2889,-69
2890,-70
2891,-71
2892,-70
2893,-69
2894,-68
2895,-69
2896,-70
2897,-71
2898,-70
2899,-71
2900,-70
2901,-71
2902,-70
2903,-69
2904,-68
2905,-69
2906,-70
2907,-69
2908,-68
2909,-67
2910,-68
2911,-67
2912,-68
2913,-69
2914,-70
2915,-71
2916,-72
2917,-71
2918,-70
2919,-71
2920,-70
2921,-71
2922,-70
2923,-71
2924,-70
2925,-71
2926,-72
2927,-73
2928,-72
2929,-71
2930,-70
2931,-69
2932,-68
2933,-69
2934,-70
2935,-69
2936,-70
2937,-69
2938,-70
2939,-69
2940,-70
2941,-69
2942,-68
2943,-67
2944,-66
2945,-67
2946,-68
2947,-67
2948,-66
2949,-67
2950,-68
2951,-67
2952,-68
2953,-67
2954,-68
2955,-67
2956,-66
2957,-67
2958,-66
2959,-65
2960,-66
2961,-67
2962,-66
2963,-67
2964,-68
2965,-67
2966,-66
2967,-65
2968,-64
2969,-63
2970,-64
2971,-65
2972,-64
2973,-63
2974,-62
2975,-61
2976,-60
2977,-59
2978,-58
2979,-59
2980,-60
2981,-59
2982,-58
2983,-57
2984,-58
2985,-57
2986,-56
2987,-55
2988,-54
2989,-53
2990,-52
2991,-53
2992,-54
2993,-55
2994,-56
2995,-55
2996,-54
2997,-53
2998,-52
2999,-51
3000,-50
3001,-51
3002,-50
3003,-49
3004,-48
3005,-47
3006,-46
3007,-45
3008,-46
3009,-45
3010,-44
3011,-43
3012,-42
3013,-43
3014,-42
3015,-41
3016,-42
3017,-43
3018,-42
3019,-43
3020,-42
3021,-43
3022,-44
3023,-43
3024,-44
3025,-45
3026,-44
3027,-45
3028,-44
3029,-43
3030,-44
3031,-45
3032,-44
3033,-43
3034,-42
3035,-41
3036,-42
3037,-41
3038,-40
3039,-41
3040,-40
3041,-41
3042,-40
3043,-41
3044,-42
3045,-43
3046,-42
3047,-43
3048,-42
3049,-43
3050,-42
3051,-41
3052,-42
3053,-43
3054,-44
3055,-45
3056,-44
3057,-43
3058,-44
3059,-45
3060,-46
3061,-45
3062,-46
3063,-45
3064,-44
3065,-45
3066,-46
3067,-47
3068,-46
3069,-47
3070,-48
3071,-47
3072,-48
3073,-49
3074,-50
3075,-51
3076,-50
3077,-51
3078,-50
3079,-49
3080,-48
3081,-49
3082,-48
3083,-49
3084,-50
3085,-51
3086,-50
3087,-49
3088,-50
3089,-51
3090,-50
3091,-49
3092,-50
3093,-51
3094,-50
3095,-49
3096,-50
3097,-51
3098,-50
3099,-49
3100,-50
3101,-51
3102,-50
3103,-51
3104,-52
3105,-53
3106,-54
3107,-53
3108,-54
3109,-55
3110,-56
3111,-57
3112,-58
3113,-59
3114,-58
3115,-57
3116,-58
3117,-57
3118,-58
3119,-57
3120,-58
3121,-57
3122,-56
3123,-55
3124,-54
3125,-53
3126,-54
3127,-55
3128,-54
3129,-55
3130,-56
3131,-57
3132,-56
3133,-55
3134,-54
3135,-53
3136,-52
3137,-53
3138,-52
3139,-51
3140,-50
3141,-49
3142,-48
3143,-47
3144,-46
3145,-45
3146,-44
3147,-43
3148,-44
3149,-43
3150,-42
3151,-43
3152,-42
3153,-41
3154,-42
3155,-43
3156,-42
3157,-41
3158,-40
3159,-41
3160,-40
3161,-39
3162,-38
3163,-39
3164,-38
3165,-37
3166,-38
3167,-37
3168,-38
3169,-37
3170,-38
3171,-39
3172,-38
3173,-37
3174,-36
3175,-37
3176,-38
3177,-39
3178,-38
3179,-37
3180,-36
3181,-35
3182,-36
3183,-35
3184,-34
3185,-33
3186,-32
3187,-31
3188,-32
3189,-31
3190,-30
3191,-31
3192,-32
3193,-31
3194,-32
3195,-31
3196,-30
3197,-29
3198,-28
3199,-29
3200,-28
3201,-29
3202,-28
3203,-27
3204,-28
3205,-27
3206,-28
3207,-27
3208,-26
3209,-25
3210,-26
3211,-27
3212,-28
3213,-29
3214,-28
3215,-27
3216,-28
3217,-29
3218,-30
3219,-29
3220,-28
3221,-27
3222,-28
3223,-29
3224,-30
3225,-31
3226,-32
3227,-31
3228,-30
3229,-31
3230,-30
3231,-31
3232,-32
3233,-31
3234,-30
3235,-31
3236,-32
3237,-33
3238,-32
3239,-33
3240,-32
3241,-33
3242,-32
3243,-31
3244,-32
3245,-31
3246,-30
3247,-29
3248,-30
3249,-31
3250,-30
3251,-31
3252,-32
3253,-31
3254,-30
3255,-29
3256,-30
3257,-29
3258,-30
3259,-29
3260,-30
3261,-31
3262,-32
3263,-33
3264,-34
3265,-33
3266,-32
3267,-31
3268,-32
3269,-31
3270,-32
3271,-33
3272,-32
3273,-31
3274,-30
3275,-29
3276,-28
3277,-29
3278,-28
3279,-27
3280,-26
3281,-27
3282,-28
3283,-27
3284,-28
3285,-27
3286,-28
3287,-29
3288,-30
3289,-31
3290,-30
3291,-29
3292,-30
3293,-29
3294,-30
3295,-31
3296,-32
3297,-33
3298,-34
3299,-33
3300,-32
3301,-31
3302,-32
3303,-31
3304,-32
3305,-31
3306,-32
3307,-33
3308,-34
3309,-35
3310,-34
3311,-35
3312,-34
3313,-33
3314,-32
3315,-33
3316,-34
3317,-33
3318,-32
3319,-33
3320,-32
3321,-31
3322,-32
3323,-33
3324,-34
3325,-35
3326,-36
3327,-37
3328,-38
3329,-39
3330,-38
3331,-37
3332,-38
3333,-39
3334,-40
3335,-39
3336,-40
3337,-39
3338,-38
3339,-37
3340,-38
3341,-39
3342,-38
3343,-37
3344,-36
3345,-35
3346,-36
3347,-35
3348,-34
3349,-35
3350,-34
3351,-35
3352,-36
3353,-37
3354,-38
3355,-37
3356,-38
3357,-39
3358,-40
3359,-41
3360,-42
3361,-43
3362,-44
3363,-43
3364,-42
3365,-43
3366,-42
3367,-43
3368,-42
3369,-43
3370,-44
3371,-45
3372,-46
3373,-47
3374,-46
3375,-47
3376,-48
3377,-47
3378,-48
3379,-47
3380,-46
3381,-45
3382,-44
3383,-45
3384,-46
3385,-47
3386,-48
3387,-49
3388,-50
3389,-49
3390,-50
3391,-49
3392,-48
3393,-47
3394,-46
3395,-47
3396,-48
3397,-49
3398,-48
3399,-47
3400,-48
3401,-47
3402,-46
3403,-45
3404,-46
3405,-47
3406,-46
3407,-47
3408,-48
3409,-47
3410,-46
3411,-47
3412,-48
3413,-49
3414,-50
3415,-49
3416,-50
3417,-49
3418,-50
3419,-49
3420,-50
3421,-51
3422,-50
3423,-49
3424,-48
3425,-47
3426,-48
3427,-47
3428,-48
3429,-47
3430,-46
3431,-47
3432,-48
3433,-49
3434,-50
3435,-51
3436,-52
3437,-53
3438,-52
3439,-51
3440,-50
3441,-51
3442,-50
3443,-49
3444,-50
3445,-51
3446,-50
3447,-49
3448,-50
3449,-51
3450,-50
3451,-51
3452,-52
3453,-51
3454,-50
3455,-49
3456,-48
3457,-49
3458,-50
3459,-51
3460,-50
3461,-51
3462,-52
3463,-51
3464,-50
3465,-49
3466,-48
3467,-47
3468,-46
3469,-45
3470,-44
3471,-43
3472,-44
3473,-43
3474,-44
3475,-45
3476,-44
3477,-43
3478,-44
3479,-45
3480,-44
3481,-45
3482,-46
3483,-47
3484,-46
3485,-45
3486,-46
3487,-45
3488,-44
3489,-43
3490,-42
3491,-41
3492,-40
3493,-39
3494,-40
3495,-41
3496,-40
3497,-41
3498,-40
3499,-39
3500,-38
3501,-37
3502,-36
3503,-37
3504,-38
3505,-37
3506,-38
3507,-39
3508,-40
3509,-41
3510,-40
3511,-41
3512,-42
3513,-41
3514,-40
3515,-39
3516,-38
3517,-37
3518,-36
3519,-37
3520,-36
3521,-35
3522,-36
3523,-37
3524,-38
3525,-37
3526,-38
3527,-37
3528,-36
3529,-37
3530,-36
3531,-35
3532,-34
3533,-33
3534,-32
3535,-33
3536,-34
3537,-33
3538,-34
3539,-33
3540,-34
3541,-35
3542,-36
3543,-37
3544,-36
3545,-35
3546,-34
3547,-33
3548,-34
3549,-33
3550,-32
3551,-31
3552,-30
3553,-31
3554,-30
3555,-29
3556,-30
3557,-31
3558,-32
3559,-33
3560,-34
3561,-33
3562,-34
3563,-35
3564,-36
3565,-37
3566,-38
3567,-39
3568,-40
3569,-39
3570,-40
3571,-39
3572,-38
3573,-37
3574,-36
3575,-37
3576,-36
3577,-35
3578,-34
3579,-33
3580,-34
3581,-35
3582,-34
3583,-35
3584,-36
3585,-37
3586,-38
3587,-39
3588,-40
3589,-39
3590,-40
3591,-39
3592,-40
3593,-39
3594,-38
3595,-37
3596,-38
3597,-37
3598,-38
3599,-37
3600,-36
3601,-37
3602,-38
3603,-37
3604,-38
3605,-37
3606,-38
3607,-39
3608,-38
3609,-37
3610,-38
3611,-39
3612,-38
3613,-37
3614,-36
3615,-35
3616,-36
3617,-37
3618,-36
3619,-35
3620,-34
3621,-33
3622,-34
3623,-35
3624,-34
3625,-35
3626,-36
3627,-37
3628,-38
3629,-39
3630,-40
3631,-41
3632,-40
3633,-41
3634,-42
3635,-43
3636,-42
3637,-43
3638,-44
3639,-45
3640,-46
3641,-45
3642,-44
3643,-45
3644,-44
3645,-43
3646,-42
3647,-43
3648,-42
3649,-43
3650,-44
3651,-43
3652,-42
3653,-41
3654,-40
3655,-39
3656,-38
3657,-39
3658,-40
3659,-39
3660,-38
3661,-39
3662,-38
3663,-37
3664,-36
3665,-35
3666,-36
3667,-35
3668,-34
3669,-33
3670,-34
3671,-35
3672,-34
3673,-35
3674,-34
3675,-35
3676,-34
3677,-35
3678,-36
3679,-35
3680,-36
3681,-37
3682,-38
3683,-39
3684,-38
3685,-39
3686,-40
3687,-39
3688,-38
3689,-37
3690,-38
3691,-37
3692,-38
3693,-39
3694,-38
3695,-37
3696,-36
3697,-37
3698,-36
3699,-37
3700,-38
3701,-39
3702,-38
3703,-39
3704,-40
3705,-39
3706,-38
3707,-39
3708,-38
3709,-39
3710,-40
3711,-41
3712,-42
3713,-41
3714,-40
3715,-39
3716,-38
3717,-39
3718,-40
3719,-41
3720,-42
3721,-43
3722,-42
3723,-43
3724,-42
3725,-43
3726,-42
3727,-41
3728,-40
3729,-41
3730,-40
3731,-39
3732,-40
3733,-39
3734,-38
3735,-39
3736,-40
3737,-41
3738,-42
3739,-41
3740,-40
3741,-41
3742,-40
3743,-39
3744,-40
3745,-41
3746,-42
3747,-41
3748,-42
3749,-41
3750,-40
3751,-39
3752,-38
3753,-37
3754,-36
3755,-35
3756,-36
3757,-37
3758,-36
3759,-35
3760,-34
3761,-33
3762,-34
3763,-35
3764,-34
3765,-33
3766,-32
3767,-31
3768,-30
3769,-31
3770,-32
3771,-31
3772,-32
3773,-31
3774,-32
3775,-31
3776,-30
3777,-31
3778,-32
3779,-33
3780,-32
3781,-31
3782,-32
3783,-33
3784,-34
3785,-33
3786,-34
3787,-35
3788,-36
3789,-35
3790,-36
3791,-37
3792,-38
3793,-37
3794,-36
3795,-35
3796,-34
3797,-33
3798,-32
3799,-33
3800,-34
3801,-35
3802,-36
3803,-35
3804,-34
3805,-33
3806,-32
3807,-33
3808,-32
3809,-31
3810,-32
3811,-31
3812,-32
3813,-33
3814,-32
3815,-31
3816,-30
3817,-31
3818,-30
3819,-29
3820,-28
3821,-29
3822,-30
3823,-31
3824,-32
3825,-33
3826,-34
3827,-35
3828,-36
3829,-37
3830,-38
3831,-39
3832,-40
3833,-39
3834,-38
3835,-39
3836,-38
3837,-37
3838,-38
3839,-37
3840,-38
3841,-37
3842,-38
3843,-39
3844,-40
3845,-41
3846,-42
3847,-43
3848,-44
3849,-45
3850,-44
3851,-43
3852,-44
3853,-43
3854,-44
3855,-43
3856,-44
3857,-45
3858,-46
3859,-47
3860,-46
3861,-45
3862,-46
3863,-47
3864,-48
3865,-47
3866,-48
3867,-49
3868,-48
3869,-49
3870,-50
3871,-49
3872,-48
3873,-47
3874,-48
3875,-47
3876,-48
3877,-47
3878,-48
3879,-49
3880,-50
3881,-49
3882,-50
3883,-51
3884,-50
3885,-51
3886,-50
3887,-49
3888,-48
3889,-47
3890,-48
3891,-49
3892,-50
3893,-49
3894,-50
3895,-49
3896,-50
3897,-49
3898,-48
3899,-49
3900,-48
3901,-47
3902,-46
3903,-47
3904,-46
3905,-45
3906,-44
3907,-43
3908,-44
3909,-45
3910,-46
3911,-45
3912,-44
3913,-45
3914,-44
3915,-45
3916,-46
3917,-47
3918,-46
3919,-45
3920,-44
3921,-43
3922,-42
3923,-43
3924,-44
3925,-43
3926,-42
3927,-43
3928,-42
3929,-43
3930,-44
3931,-43
3932,-44
3933,-43
3934,-44
3935,-43
3936,-42
3937,-41
3938,-42
3939,-43
3940,-42
3941,-41
3942,-40
3943,-41
3944,-42
3945,-41
3946,-40
3947,-39
3948,-40
3949,-41
3950,-42
3951,-41
3952,-40
3953,-41
3954,-42
3955,-43
3956,-44
3957,-45
3958,-44
3959,-43
3960,-42
3961,-41
3962,-40
3963,-39
3964,-38
3965,-37
3966,-38
3967,-37
3968,-38
3969,-37
3970,-36
3971,-37
3972,-36
3973,-35
3974,-34
3975,-33
3976,-34
3977,-33
3978,-32
3979,-31
3980,-32
3981,-33
3982,-34
3983,-35
3984,-34
3985,-33
3986,-32
3987,-33
3988,-32
3989,-33
3990,-34
3991,-33
3992,-32
3993,-31
3994,-32
3995,-33
3996,-34
3997,-35
3998,-36
3999,-37
4000,-38
4001,-37
4002,-38
4003,-37
4004,-38
4005,-39
4006,-40
4007,-41
4008,-40
4009,-41
4010,-42
4011,-43
4012,-44
4013,-45
4014,-44
4015,-45
4016,-46
4017,-45
4018,-44
4019,-43
4020,-44
4021,-43
4022,-42
4023,-41
4024,-40
4025,-39
4026,-40
4027,-39
4028,-38
4029,-39
4030,-40
4031,-41
4032,-42
4033,-41
4034,-42
4035,-41
4036,-40
4037,-41
4038,-40
4039,-39
4040,-38
4041,-39
4042,-40
4043,-41
4044,-40
4045,-39
4046,-40
4047,-39
4048,-38
4049,-37
4050,-38
4051,-39
4052,-38
4053,-37
4054,-36
4055,-37
4056,-38
4057,-37
4058,-38
4059,-39
4060,-38
4061,-39
4062,-38
4063,-39
4064,-40
4065,-41
4066,-42
4067,-43
4068,-42
4069,-41
4070,-42
4071,-41
4072,-42
4073,-41
4074,-40
4075,-41
4076,-40
4077,-41
4078,-42
4079,-43
4080,-42
4081,-41
4082,-40
4083,-41
4084,-42
4085,-43
4086,-44
4087,-45
4088,-46
4089,-47
4090,-48
4091,-47
4092,-48
4093,-49
4094,-50
4095,-49
4096,-48
4097,-49
4098,-50
4099,-49
4100,-50
4101,-49
4102,-50
4103,-49
4104,-48
4105,-47
4106,-46
4107,-47
4108,-48
4109,-47
4110,-48
4111,-47
4112,-48
4113,-47
4114,-48
4115,-47
4116,-46
4117,-47
4118,-46
4119,-45
4120,-44
4121,-43
4122,-44
4123,-45
4124,-46
4125,-45
4126,-44
4127,-45
4128,-46
4129,-47
4130,-48
4131,-49
4132,-48
4133,-47
4134,-46
4135,-45
4136,-46
4137,-47
4138,-48
4139,-49
4140,-48
4141,-47
4142,-48
4143,-49
4144,-50
4145,-49
4146,-48
4147,-49
4148,-48
4149,-47
4150,-48
4151,-49
4152,-48
4153,-47
4154,-46
4155,-45
4156,-46
4157,-47
4158,-48
4159,-47
4160,-48
4161,-49
4162,-50
4163,-51
4164,-50
4165,-51
4166,-52
4167,-53
4168,-54
4169,-55
4170,-56
4171,-57
4172,-56
4173,-55
4174,-54
4175,-55
4176,-54
4177,-53
4178,-52
4179,-53
4180,-54
4181,-53
4182,-52
4183,-51
4184,-52
4185,-51
4186,-52
4187,-53
4188,-52
4189,-51
4190,-50
4191,-49
4192,-48
4193,-47
4194,-46
4195,-47
4196,-48
4197,-47
4198,-46
4199,-45
4200,-46
4201,-45
4202,-46
4203,-45
4204,-44
4205,-45
4206,-46
4207,-45
4208,-44
4209,-45
4210,-46
4211,-47
4212,-46
4213,-47
4214,-46
4215,-45
4216,-44
4217,-45
4218,-46
4219,-45
4220,-44
4221,-43
4222,-42
4223,-43
4224,-44
4225,-43
4226,-44
4227,-45
4228,-46
4229,-47
4230,-46
4231,-45
4232,-46
4233,-45
4234,-44
4235,-43
4236,-42
4237,-41
4238,-40
4239,-41
4240,-40
4241,-39
4242,-38
4243,-37
4244,-38
4245,-37
4246,-38
4247,-37
4248,-38
4249,-39
4250,-38
4251,-39
4252,-38
4253,-39
4254,-38
4255,-37
4256,-36
4257,-35
4258,-36
4259,-35
4260,-34
4261,-33
4262,-34
4263,-35
4264,-34
4265,-33
4266,-34
4267,-35
4268,-36
4269,-35
4270,-36
4271,-37
4272,-36
4273,-35
4274,-34
4275,-33
4276,-32
4277,-33
4278,-32
4279,-31
4280,-30
4281,-29
4282,-30
4283,-31
4284,-30
4285,-29
4286,-28
4287,-29
4288,-30
4289,-29
4290,-28
4291,-27
4292,-26
4293,-25
4294,-24
4295,-25
4296,-26
4297,-25
4298,-24
4299,-25
4300,-26
4301,-25
4302,-24
4303,-25
4304,-24
4305,-23
4306,-22
4307,-21
4308,-20
4309,-19
4310,-20
4311,-21
4312,-20
4313,-21
4314,-20
4315,-21
4316,-20
4317,-21
4318,-22
4319,-21
4320,-22
4321,-21
4322,-22
4323,-23
4324,-24
4325,-25
4326,-26
4327,-27
4328,-26
4329,-25
4330,-26
4331,-25
4332,-26
4333,-27
4334,-28
4335,-27
4336,-26
4337,-27
4338,-26
4339,-25
4340,-24
4341,-23
4342,-24
4343,-25
4344,-26
4345,-25
4346,-24
4347,-25
4348,-24
4349,-23
4350,-24
4351,-25
4352,-26
4353,-25
4354,-26
4355,-25
4356,-26
4357,-27
4358,-26
4359,-25
4360,-26
4361,-27
4362,-28
4363,-29
4364,-30
4365,-31
4366,-30
4367,-31
4368,-32
4369,-31
4370,-30
4371,-29
4372,-30
4373,-29
4374,-30
4375,-31
4376,-32
4377,-33
4378,-32
4379,-33
4380,-32
4381,-31
4382,-32
4383,-31
4384,-32
4385,-31
4386,-32
4387,-33
4388,-32
4389,-31
4390,-32
4391,-33
4392,-34
4393,-33
4394,-34
4395,-35
4396,-34
4397,-33
4398,-32
4399,-31
4400,-30
4401,-31
4402,-30
4403,-31
4404,-30
4405,-31
4406,-30
4407,-31
4408,-32
4409,-33
4410,-32
4411,-33
4412,-34
4413,-35
4414,-34
4415,-33
4416,-34
4417,-33
4418,-32
4419,-31
4420,-32
4421,-33
4422,-34
4423,-35
4424,-36
4425,-37
4426,-36
4427,-37
4428,-36
4429,-35
4430,-36
4431,-35
4432,-34
4433,-33
4434,-34
4435,-33
4436,-32
4437,-33
4438,-32
4439,-33
4440,-34
4441,-33
4442,-32
4443,-33
4444,-34
4445,-35
4446,-36
4447,-37
4448,-36
4449,-35
4450,-34
4451,-33
4452,-32
4453,-33
4454,-32
4455,-33
4456,-34
4457,-35
4458,-34
4459,-33
4460,-32
4461,-33
4462,-32
4463,-31
4464,-32
4465,-31
4466,-32
4467,-33
4468,-32
4469,-33
4470,-34
4471,-33
4472,-32
4473,-31
4474,-32
4475,-31
4476,-32
4477,-33
4478,-32
4479,-31
4480,-32
4481,-33
4482,-34
4483,-33
4484,-32
4485,-31
4486,-32
4487,-33
4488,-34
4489,-33
4490,-34
4491,-33
4492,-32
4493,-31
4494,-30
4495,-29
4496,-28
4497,-27
4498,-28
4499,-27
4500,-28
4501,-29
4502,-28
4503,-29
