,0
4504,-30
4505,-31
4506,-32
4507,-31
4508,-32
4509,-33
4510,-32
4511,-33
4512,-32
4513,-31
4514,-32
4515,-33
4516,-32
4517,-31
4518,-32
4519,-33
4520,-34
4521,-35
4522,-36
4523,-37
4524,-38
4525,-39
4526,-38
4527,-37
4528,-38
4529,-37
4530,-38
4531,-39
4532,-38
4533,-39
4534,-38
4535,-39
4536,-38
4537,-39
4538,-38
4539,-37
4540,-38
4541,-37
4542,-36
4543,-35
4544,-34
4545,-35
4546,-36
4547,-37
4548,-36
4549,-37
4550,-38
4551,-39
4552,-40
4553,-39
4554,-40
4555,-39
4556,-38
4557,-37
4558,-36
4559,-37
4560,-36
4561,-37
4562,-38
4563,-37
4564,-38
4565,-37
4566,-38
4567,-39
4568,-40
4569,-39
4570,-40
4571,-39
4572,-40
4573,-39
4574,-38
4575,-39
4576,-40
4577,-41
4578,-42
4579,-43
4580,-42
4581,-43
4582,-42
4583,-41
4584,-40
4585,-41
4586,-40
4587,-39
4588,-40
4589,-41
4590,-40
4591,-39
4592,-38
4593,-37
4594,-38
4595,-39
4596,-40
4597,-39
4598,-40
4599,-39
4600,-38
4601,-39
4602,-40
4603,-39
4604,-38
4605,-37
4606,-38
4607,-37
4608,-36
4609,-37
4610,-36
4611,-37
4612,-36
4613,-37
4614,-36
4615,-35
4616,-36
4617,-35
4618,-36
4619,-35
4620,-34
4621,-33
4622,-32
4623,-33
4624,-32
4625,-31
4626,-32
4627,-33
4628,-32
4629,-31
4630,-30
4631,-31
4632,-32
4633,-33
4634,-32
4635,-31
4636,-30
4637,-29
4638,-28
4639,-27
4640,-26
4641,-25
4642,-26
4643,-27
4644,-26
4645,-27
4646,-28
4647,-27
4648,-26
4649,-27
4650,-26
4651,-27
4652,-28
4653,-29
4654,-28
4655,-29
4656,-30
4657,-29
4658,-30
4659,-31
4660,-32
4661,-31
4662,-32
4663,-31
4664,-32
4665,-33
4666,-34
4667,-35
4668,-36
4669,-35
4670,-34
4671,-33
4672,-32
4673,-33
4674,-34
4675,-33
4676,-32
4677,-33
4678,-34
4679,-33
4680,-32
4681,-33
4682,-34
4683,-33
4684,-32
4685,-33
4686,-34
4687,-35
4688,-36
4689,-37
4690,-36
4691,-35
4692,-34
4693,-35
4694,-36
4695,-35
4696,-34
4697,-35
4698,-36
4699,-37
4700,-36
4701,-37
4702,-38
4703,-37
4704,-38
4705,-39
4706,-38
4707,-39
4708,-40
4709,-39
4710,-38
4711,-37
4712,-36
4713,-37
4714,-36
4715,-35
4716,-36
4717,-35
4718,-36
4719,-35
4720,-36
4721,-37
4722,-38
4723,-39
4724,-40
4725,-41
4726,-42
4727,-43
4728,-44
4729,-43
4730,-42
4731,-43
4732,-42
4733,-41
4734,-40
4735,-39
4736,-38
4737,-39
4738,-40
4739,-39
4740,-40
4741,-41
4742,-40
4743,-39
4744,-38
4745,-37
4746,-36
4747,-37
4748,-36
4749,-37
4750,-36
4751,-35
4752,-36
4753,-35
4754,-34
4755,-33
4756,-32
4757,-33
4758,-34
4759,-35
4760,-34
4761,-33
4762,-32
4763,-31
4764,-30
4765,-31
4766,-32
4767,-31
4768,-30
4769,-31
4770,-30
4771,-29
4772,-28
4773,-27
4774,-26
4775,-25
4776,-24
4777,-23
4778,-24
4779,-23
4780,-24
4781,-23
4782,-22
4783,-21
4784,-22
4785,-23
4786,-24
4787,-25
4788,-24
4789,-25
4790,-26
4791,-25
4792,-26
4793,-25
4794,-24
4795,-23
4796,-22
4797,-23
4798,-22
4799,-21
4800,-22
4801,-23
4802,-24
4803,-23
4804,-24
4805,-23
4806,-22
4807,-23
4808,-22
4809,-23
4810,-24
4811,-23
4812,-22
4813,-21
4814,-20
4815,-19
4816,-18
4817,-17
4818,-16
4819,-17
4820,-16
4821,-15
4822,-16
4823,-15
4824,-16
4825,-17
4826,-18
4827,-19
4828,-20
4829,-21
4830,-22
4831,-21
4832,-20
4833,-19
4834,-18
4835,-19
4836,-18
4837,-19
4838,-20
4839,-21
4840,-20
4841,-21
4842,-20
4843,-19
4844,-18
4845,-19
4846,-18
4847,-17
4848,-16
4849,-17
4850,-16
4851,-17
4852,-16
4853,-15
4854,-14
4855,-15
4856,-14
4857,-13
4858,-12
4859,-11
4860,-12
4861,-13
4862,-14
4863,-15
4864,-14
4865,-15
4866,-16
4867,-17
4868,-16
4869,-17
4870,-16
4871,-17
4872,-16
4873,-17
4874,-18
4875,-19
4876,-20
4877,-21
4878,-20
4879,-21
4880,-20
4881,-19
4882,-20
4883,-19
4884,-20
4885,-21
4886,-22
4887,-23
4888,-24
4889,-23
4890,-22
4891,-21
4892,-20
4893,-21
4894,-20
4895,-21
4896,-22
4897,-21
4898,-22
4899,-21
4900,-22
4901,-23
4902,-22
4903,-23
4904,-24
4905,-23
4906,-24
4907,-25
4908,-24
4909,-25
4910,-24
4911,-25
4912,-24
4913,-23
4914,-22
4915,-23
4916,-22
4917,-23
4918,-24
4919,-23
4920,-22
4921,-21
4922,-22
4923,-23
4924,-22
4925,-21
4926,-20
4927,-21
4928,-22
4929,-23
4930,-22
4931,-21
4932,-20
4933,-19
4934,-20
4935,-19
4936,-20
4937,-19
4938,-18
4939,-19
4940,-20
4941,-21
4942,-22
4943,-21
4944,-20
4945,-19
4946,-20
4947,-19
4948,-18
4949,-17
4950,-18
4951,-19
4952,-20
4953,-21
4954,-20
4955,-19
4956,-18
4957,-17
4958,-18
4959,-17
4960,-16
4961,-17
4962,-18
4963,-19
4964,-20
4965,-21
4966,-22
4967,-21
4968,-20
4969,-21
4970,-22
4971,-23
4972,-24
4973,-25
4974,-26
4975,-27
4976,-28
4977,-27
4978,-26
4979,-25
4980,-24
4981,-23
4982,-24
4983,-25
4984,-26
4985,-27
4986,-26
4987,-25
4988,-26
4989,-25
4990,-24
4991,-23
4992,-22
4993,-23
4994,-24
4995,-23
4996,-24
4997,-25
4998,-24
4999,-23
5000,-22
5001,-23
5002,-24
5003,-23
5004,-24
5005,-23
5006,-22
5007,-21
5008,-22
5009,-23
5010,-24
5011,-25
5012,-26
5013,-27
5014,-28
5015,-29
5016,-30
5017,-31
5018,-30
5019,-29
5020,-30
5021,-31
5022,-32
5023,-31
5024,-32
5025,-31
5026,-30
5027,-31
5028,-30
5029,-31
5030,-30
5031,-31
5032,-32
5033,-33
5034,-32
5035,-31
5036,-32
5037,-31
5038,-30
5039,-29
5040,-30
5041,-29
5042,-30
5043,-31
5044,-30
5045,-29
5046,-30
5047,-31
5048,-30
5049,-29
5050,-28
5051,-27
5052,-28
5053,-27
5054,-28
5055,-29
5056,-30
5057,-29
5058,-30
5059,-29
5060,-30
5061,-31
5062,-32
5063,-31
5064,-32
5065,-33
5066,-32
5067,-33
5068,-34
5069,-35
5070,-36
5071,-37
5072,-36
5073,-35
5074,-34
5075,-33
5076,-32
5077,-31
5078,-30
5079,-29
5080,-30
5081,-29
5082,-28
5083,-27
5084,-28
5085,-29
5086,-30
5087,-31
5088,-30
5089,-31
5090,-30
5091,-31
5092,-32
5093,-33
5094,-34
5095,-33
5096,-34
5097,-35
5098,-34
5099,-33
5100,-32
5101,-33
5102,-32
5103,-31
5104,-30
5105,-31
5106,-32
5107,-31
5108,-32
5109,-31
5110,-30
5111,-29
5112,-30
5113,-29
5114,-28
5115,-29
5116,-28
5117,-27
5118,-26
5119,-25
5120,-24
5121,-23
5122,-22
5123,-21
5124,-20
5125,-19
5126,-18
5127,-17
5128,-16
5129,-17
5130,-16
5131,-15
5132,-16
5133,-15
5134,-14
5135,-15
5136,-16
5137,-17
5138,-16
5139,-15
5140,-14
5141,-13
5142,-12
5143,-11
5144,-10
5145,-9
5146,-10
5147,-9
5148,-10
5149,-9
5150,-10
5151,-9
5152,-10
5153,-9
5154,-10
5155,-9
5156,-8
5157,-7
5158,-6
5159,-7
5160,-6
5161,-7
5162,-6
5163,-7
5164,-6
5165,-7
5166,-8
5167,-9
5168,-10
5169,-11
5170,-10
5171,-9
5172,-10
5173,-9
5174,-10
5175,-11
5176,-10
5177,-9
5178,-10
5179,-11
5180,-10
5181,-11
5182,-10
5183,-11
5184,-12
5185,-13
5186,-12
5187,-11
5188,-12
5189,-13
5190,-12
5191,-13
5192,-12
5193,-11
5194,-10
5195,-11
5196,-10
5197,-11
5198,-12
5199,-13
5200,-12
5201,-13
5202,-12
5203,-13
5204,-14
5205,-15
5206,-16
5207,-17
5208,-16
5209,-15
5210,-14
5211,-15
5212,-16
5213,-15
5214,-14
5215,-15
5216,-14
5217,-15
5218,-14
5219,-13
5220,-14
5221,-15
5222,-14
5223,-15
5224,-16
5225,-17
5226,-18
5227,-17
5228,-16
5229,-15
5230,-14
5231,-13
5232,-14
5233,-13
5234,-14
5235,-15
5236,-16
5237,-17
5238,-18
5239,-17
5240,-16
5241,-17
5242,-18
5243,-19
5244,-18
5245,-17
5246,-18
5247,-17
5248,-18
5249,-17
5250,-18
5251,-19
5252,-18
5253,-19
5254,-20
5255,-21
5256,-22
5257,-23
5258,-22
5259,-23
5260,-24
5261,-23
5262,-24
5263,-23
5264,-24
5265,-25
5266,-24
5267,-25
5268,-26
5269,-25
5270,-26
5271,-25
5272,-24
5273,-25
5274,-24
5275,-25
5276,-26
5277,-27
5278,-28
5279,-29
5280,-30
5281,-31
5282,-30
5283,-29
5284,-28
5285,-27
5286,-28
5287,-27
5288,-26
5289,-25
5290,-26
5291,-27
5292,-28
5293,-27
5294,-26
5295,-25
5296,-26
5297,-27
5298,-28
5299,-27
5300,-28
5301,-27
5302,-28
5303,-27
5304,-26
5305,-25
5306,-24
5307,-23
5308,-24
5309,-25
5310,-26
5311,-25
5312,-26
5313,-27
5314,-28
5315,-27
5316,-28
5317,-27
5318,-26
5319,-27
5320,-26
5321,-25
5322,-24
5323,-23
5324,-24
5325,-23
5326,-22
5327,-21
5328,-22
5329,-23
5330,-22
5331,-21
5332,-22
5333,-21
5334,-20
5335,-19
5336,-20
5337,-21
5338,-22
5339,-23
5340,-22
5341,-21
5342,-20
5343,-19
5344,-18
5345,-19
5346,-18
5347,-17
5348,-16
5349,-15
5350,-14
5351,-13
5352,-14
5353,-13
5354,-12
5355,-13
5356,-14
5357,-15
5358,-14
5359,-13
5360,-14
5361,-13
5362,-12
5363,-11
5364,-10
5365,-9
5366,-8
5367,-9
5368,-8
5369,-9
5370,-8
5371,-7
5372,-6
5373,-5
5374,-4
5375,-5
5376,-6
5377,-7
5378,-6
5379,-7
5380,-6
5381,-7
5382,-6
5383,-5
5384,-4
5385,-3
5386,-2
5387,-1
5388,-2
5389,-3
5390,-4
5391,-3
5392,-2
5393,-3
5394,-2
5395,-3
5396,-4
5397,-5
5398,-4
5399,-5
5400,-4
5401,-5
5402,-6
5403,-5
5404,-6
5405,-7
5406,-8
5407,-9
5408,-8
5409,-9
5410,-10
5411,-11
5412,-10
5413,-11
5414,-12
5415,-11
5416,-12
5417,-13
5418,-14
5419,-15
5420,-14
5421,-15
5422,-14
5423,-15
5424,-16
5425,-15
5426,-16
5427,-17
5428,-16
5429,-15
5430,-16
5431,-15
5432,-14
5433,-15
5434,-16
5435,-15
5436,-16
5437,-15
5438,-14
5439,-13
5440,-14
5441,-13
5442,-14
5443,-15
5444,-16
5445,-17
5446,-16
5447,-15
5448,-16
5449,-17
5450,-16
5451,-15
5452,-16
5453,-17
5454,-18
5455,-19
5456,-18
5457,-19
5458,-20
5459,-19
5460,-20
5461,-21
5462,-20
5463,-21
5464,-22
5465,-21
5466,-22
5467,-21
5468,-20
5469,-19
5470,-18
5471,-19
5472,-18
5473,-17
5474,-18
5475,-19
5476,-20
5477,-21
5478,-20
5479,-21
5480,-20
5481,-21
5482,-22
5483,-23
5484,-24
5485,-23
5486,-24
5487,-23
5488,-22
5489,-23
5490,-22
5491,-21
5492,-20
5493,-19
5494,-18
5495,-17
5496,-16
5497,-15
5498,-16
5499,-17
5500,-18
5501,-19
5502,-20
5503,-19
5504,-18
5505,-19
5506,-20
5507,-19
5508,-20
5509,-19
5510,-18
5511,-19
5512,-18
5513,-17
5514,-16
5515,-17
5516,-18
5517,-19
5518,-20
5519,-19
5520,-20
5521,-19
5522,-18
5523,-19
5524,-18
5525,-17
5526,-16
5527,-15
5528,-16
5529,-15
5530,-14
5531,-13
5532,-14
5533,-13
5534,-12
5535,-11
5536,-12
5537,-11
5538,-10
5539,-9
5540,-8
5541,-9
5542,-8
5543,-7
5544,-6
5545,-5
5546,-4
5547,-5
5548,-6
5549,-5
5550,-4
5551,-3
5552,-2
5553,-1
5554,0
5555,1
5556,0
5557,1
5558,0
5559,-1
5560,0
5561,1
5562,2
5563,1
5564,0
5565,-1
5566,-2
5567,-1
5568,-2
5569,-1
5570,0
5571,1
5572,0
5573,-1
5574,0
5575,-1
5576,-2
5577,-3
5578,-2
5579,-1
5580,-2
5581,-3
5582,-2
5583,-1
5584,-2
5585,-1
5586,0
5587,1
5588,2
5589,1
5590,0
5591,-1
5592,-2
5593,-1
5594,-2
5595,-1
5596,0
5597,-1
5598,-2
5599,-3
5600,-2
5601,-1
5602,-2
5603,-3
5604,-4
5605,-5
5606,-6
5607,-7
5608,-8
5609,-7
5610,-6
5611,-7
5612,-6
5613,-7
5614,-6
5615,-5
5616,-4
5617,-3
5618,-4
5619,-3
5620,-2
5621,-3
5622,-2
5623,-3
5624,-4
5625,-5
5626,-6
5627,-7
5628,-6
5629,-7
5630,-6
5631,-7
5632,-6
5633,-5
5634,-4
5635,-5
5636,-6
5637,-5
5638,-4
5639,-3
5640,-4
5641,-5
5642,-6
5643,-5
5644,-6
5645,-7
5646,-6
5647,-5
5648,-6
5649,-5
5650,-6
5651,-7
5652,-8
5653,-7
5654,-6
5655,-5
5656,-4
5657,-3
5658,-4
5659,-5
5660,-4
5661,-5
5662,-4
5663,-3
5664,-4
5665,-3
5666,-4
5667,-5
5668,-4
5669,-3
5670,-4
5671,-3
5672,-4
5673,-3
5674,-4
5675,-5
5676,-6
5677,-5
5678,-6
5679,-7
5680,-8
5681,-9
5682,-8
5683,-9
5684,-8
5685,-7
5686,-8
5687,-9
5688,-8
5689,-7
5690,-8
5691,-7
5692,-6
5693,-7
5694,-6
5695,-7
5696,-8
5697,-7
5698,-6
5699,-7
5700,-6
5701,-5
5702,-6
5703,-5
5704,-6
5705,-7
5706,-8
5707,-9
5708,-8
5709,-7
5710,-6
5711,-7
5712,-8
5713,-7
5714,-8
5715,-9
5716,-8
5717,-7
5718,-8
5719,-9
5720,-8
5721,-9
5722,-8
5723,-7
5724,-8
5725,-7
5726,-6
5727,-5
5728,-6
5729,-7
5730,-8
5731,-7
5732,-8
5733,-7
5734,-6
5735,-7
5736,-8
5737,-9
5738,-10
5739,-9
5740,-8
5741,-7
5742,-6
5743,-7
5744,-6
5745,-5
5746,-4
5747,-5
5748,-4
5749,-3
5750,-4
5751,-5
5752,-6
5753,-7
5754,-6
5755,-5
5756,-6
5757,-5
5758,-6
5759,-5
5760,-4
5761,-5
5762,-6
5763,-5
5764,-6
5765,-5
5766,-4
5767,-3
5768,-2
5769,-1
5770,0
5771,1
5772,0
5773,-1
5774,0
5775,1
5776,0
5777,1
5778,2
5779,1
5780,0
5781,-1
5782,-2
5783,-1
5784,-2
5785,-1
5786,-2
5787,-3
5788,-4
5789,-3
5790,-4
5791,-5
5792,-6
5793,-7
5794,-6
5795,-5
5796,-6
5797,-7
5798,-6
5799,-5
5800,-6
5801,-5
5802,-4
5803,-5
5804,-6
5805,-5
5806,-6
5807,-7
5808,-6
5809,-7
5810,-8
5811,-7
5812,-8
5813,-9
5814,-10
5815,-9
5816,-10
5817,-9
5818,-8
5819,-9
5820,-10
5821,-11
5822,-12
5823,-11
5824,-10
5825,-11
5826,-12
5827,-11
5828,-10
5829,-11
5830,-12
5831,-11
5832,-12
5833,-13
5834,-12
5835,-13
5836,-12
5837,-13
5838,-12
5839,-11
5840,-10
5841,-11
5842,-10
5843,-11
5844,-10
5845,-11
5846,-10
5847,-9
5848,-8
5849,-7
5850,-8
5851,-9
5852,-8
5853,-7
5854,-6
5855,-7
5856,-8
5857,-7
5858,-8
5859,-7
5860,-6
5861,-5
5862,-4
5863,-5
5864,-4
5865,-3
5866,-2
5867,-3
5868,-2
5869,-1
5870,0
5871,-1
5872,0
5873,1
5874,2
5875,3
5876,4
5877,3
5878,2
5879,1
5880,0
5881,-1
5882,-2
5883,-1
5884,0
5885,1
5886,2
5887,1
5888,0
5889,1
5890,0
5891,1
5892,2
5893,3
5894,4
5895,3
5896,4
5897,3
5898,4
5899,5
5900,6
5901,5
5902,6
5903,5
5904,6
5905,7
5906,8
5907,9
5908,10
5909,11
5910,10
5911,11
5912,10
5913,9
5914,10
5915,11
5916,12
5917,11
5918,12
5919,13
5920,14
5921,15
5922,16
5923,17
5924,16
5925,15
5926,16
5927,17
5928,16
5929,17
5930,18
5931,19
5932,20
5933,21
5934,22
5935,21
5936,20
5937,19
5938,18
5939,19
5940,20
5941,19
5942,20
5943,21
5944,22
5945,21
5946,20
5947,21
5948,22
5949,21
5950,20
5951,19
5952,20
5953,19
5954,20
5955,21
5956,22
5957,21
5958,20
5959,21
5960,20
5961,21
5962,20
5963,19
5964,20
5965,21
5966,22
5967,21
5968,22
5969,23
5970,22
5971,23
5972,24
5973,25
5974,26
5975,27
5976,26
5977,25
5978,24
5979,23
5980,22
5981,21
5982,20
5983,19
5984,18
5985,19
5986,20
5987,19
5988,18
5989,19
5990,18
5991,19
5992,20
5993,19
5994,18
5995,19
5996,18
5997,17
5998,18
5999,19
6000,20
6001,21
6002,20
6003,19
6004,20
6005,21
6006,20
6007,21
6008,20
6009,21
6010,20
6011,19
6012,20
6013,19
6014,18
6015,19
6016,18
6017,19
6018,18
6019,19
6020,20
6021,21
6022,20
6023,21
6024,20
6025,21
6026,22
6027,21
6028,22
6029,21
6030,22
6031,21
6032,22
6033,23
6034,24
6035,25
6036,26
6037,27
6038,26
6039,27
6040,28
6041,27
6042,26
6043,27
6044,28
6045,27
6046,28
6047,29
6048,30
6049,29
6050,28
6051,29
6052,30
6053,31
6054,32
6055,33
6056,32
6057,31
6058,30
6059,29
6060,30
6061,29
6062,30
6063,31
6064,32
6065,31
6066,32
6067,33
6068,34
6069,35
6070,34
6071,33
6072,32
6073,31
6074,32
6075,31
6076,30
6077,29
6078,30
6079,31
6080,32
6081,33
6082,34
6083,35
6084,34
6085,35
6086,36
6087,35
6088,34
6089,33
6090,34
6091,35
6092,36
6093,37
6094,38
6095,39
6096,38
6097,37
6098,38
6099,37
6100,38
6101,37
6102,36
6103,37
6104,38
6105,37
6106,36
6107,37
6108,38
6109,39
6110,38
6111,37
6112,38
6113,37
6114,38
6115,37
6116,38
6117,39
6118,38
6119,37
6120,38
6121,37
6122,36
6123,37
6124,38
6125,39
6126,40
6127,41
6128,40
6129,41
6130,42
6131,43
6132,42
6133,43
6134,42
6135,43
6136,42
6137,43
6138,44
6139,43
6140,42
6141,41
6142,40
6143,39
6144,40
6145,41
6146,40
6147,41
6148,42
6149,43
6150,42
6151,41
6152,40
6153,39
6154,40
6155,39
6156,40
6157,41
6158,40
6159,39
6160,40
6161,39
6162,40
6163,39
6164,40
6165,39
6166,38
6167,37
6168,38
6169,39
6170,38
6171,39
6172,40
6173,39
6174,40
6175,41
6176,42
6177,41
6178,40
6179,39
6180,40
6181,39
6182,38
6183,37
6184,38
6185,37
6186,36
6187,37
6188,38
6189,37
6190,38
6191,39
6192,40
6193,39
6194,40
6195,39
6196,38
6197,37
6198,36
6199,35
6200,34
6201,35
6202,36
6203,35
6204,36
6205,37
6206,36
6207,37
6208,36
6209,37
6210,38
6211,39
6212,40
6213,41
6214,42
6215,41
6216,42
6217,43
6218,42
6219,43
6220,44
6221,45
6222,44
6223,43
6224,44
6225,45
6226,44
6227,43
6228,42
6229,43
6230,44
6231,43
6232,44
6233,45
6234,46
6235,47
6236,48
6237,47
6238,48
6239,49
6240,48
6241,47
6242,48
6243,49
6244,50
6245,51
6246,52
6247,53
6248,52
6249,51
6250,50
6251,49
6252,50
6253,49
6254,50
6255,49
6256,50
6257,51
6258,52
6259,51
6260,52
6261,51
6262,50
6263,51
6264,50
6265,49
6266,50
6267,49
6268,50
6269,51
6270,52
6271,51
6272,52
6273,51
6274,52
6275,51
6276,50
6277,49
6278,48
6279,47
6280,48
6281,49
6282,50
6283,51
6284,50
6285,49
6286,48
6287,47
6288,46
6289,47
6290,48
6291,47
6292,46
6293,45
6294,46
6295,45
6296,46
6297,47
6298,48
6299,47
6300,48
6301,49
6302,50
6303,49
6304,48
6305,49
6306,50
6307,49
6308,50
6309,49
6310,48
6311,47
6312,48
6313,47
6314,46
6315,47
6316,48
6317,47
6318,48
6319,49
6320,48
6321,49
6322,50
6323,49
6324,50
6325,51
6326,50
6327,51
6328,52
6329,53
6330,54
6331,55
6332,56
6333,57
6334,56
6335,55
6336,54
6337,53
6338,54
6339,55
6340,56
6341,57
6342,58
6343,57
6344,58
6345,57
6346,58
6347,57
6348,58
6349,57
6350,56
6351,57
6352,56
6353,57
6354,56
6355,55
6356,54
6357,55
6358,54
6359,53
6360,52
6361,53
6362,54
6363,55
6364,56
6365,55
6366,54
6367,55
6368,54
6369,53
6370,52
6371,53
6372,52
6373,51
6374,50
6375,49
6376,50
6377,49
6378,48
6379,49
6380,50
6381,51
6382,50
6383,49
6384,48
6385,49
6386,50
6387,51
6388,50
6389,51
6390,50
6391,51
6392,50
6393,51
6394,50
6395,49
6396,50
6397,51
6398,52
6399,53
6400,54
6401,53
6402,54
6403,55
6404,56
6405,55
6406,56
6407,55
6408,54
6409,53
6410,54
6411,53
6412,54
6413,53
6414,52
6415,51
6416,50
6417,49
6418,48
6419,47
6420,48
6421,47
6422,46
6423,45
6424,44
6425,45
6426,46
6427,45
6428,46
6429,47
6430,46
6431,45
6432,46
6433,47
6434,48
6435,49
6436,50
6437,51
6438,50
6439,51
6440,52
6441,51
6442,50
6443,51
6444,52
6445,53
6446,52
6447,53
6448,52
6449,53
6450,52
6451,51
6452,52
6453,51
6454,50
6455,51
6456,50
6457,49
6458,50
6459,49
6460,48
6461,47
6462,48
6463,49
6464,48
6465,47
6466,48
6467,47
6468,46
6469,47
6470,48
6471,47
6472,46
6473,45
6474,46
6475,47
6476,48
6477,47
6478,46
6479,47
6480,48
6481,47
6482,48
6483,49
6484,48
6485,49
6486,48
6487,47
6488,46
6489,45
6490,44
6491,45
6492,44
6493,43
6494,42
6495,41
6496,40
6497,39
6498,38
6499,37
6500,38
6501,37
6502,36
6503,35
6504,36
6505,35
6506,36
6507,37
6508,36
6509,37
6510,38
6511,37
6512,38
6513,37
6514,38
6515,37
6516,38
6517,39
6518,40
6519,41
6520,42
6521,43
6522,44
6523,43
6524,42
6525,43
6526,44
6527,43
6528,44
6529,45
6530,46
6531,45
6532,46
6533,45
6534,44
6535,45
6536,44
6537,43
6538,42
6539,43
6540,42
6541,41
6542,42
6543,41
6544,40
6545,39
6546,40
6547,39
6548,40
6549,39
6550,38
6551,39
6552,40
6553,39
6554,38
6555,37
6556,36
6557,35
6558,34
6559,33
6560,32
6561,33
6562,34
6563,33
6564,32
6565,31
6566,32
6567,33
6568,34
6569,35
6570,34
6571,33
6572,34
6573,33
6574,32
6575,31
6576,30
6577,31
6578,30
6579,31
6580,32
6581,33
6582,34
6583,33
6584,32
6585,31
6586,30
6587,29
6588,30
6589,31
6590,32
6591,31
6592,30
6593,31
6594,30
6595,31
6596,32
6597,33
6598,34
6599,35
6600,34
6601,35
6602,34
6603,33
6604,32
6605,33
6606,34
6607,33
6608,32
6609,33
6610,34
6611,33
6612,32
6613,33
6614,32
6615,33
6616,32
6617,31
6618,32
6619,31
6620,32
6621,33
6622,32
6623,31
6624,32
6625,31
6626,30
6627,31
6628,32
6629,33
6630,34
6631,33
6632,34
6633,35
6634,34
6635,33
6636,34
6637,33
6638,32
6639,31
6640,32
6641,31
6642,30
6643,29
6644,30
6645,29
6646,28
6647,29
6648,30
6649,31
6650,32
6651,33
6652,34
6653,35
6654,36
6655,35
6656,36
6657,35
6658,34
6659,33
6660,34
6661,33
6662,34
6663,33
6664,32
6665,33
6666,32
6667,31
6668,30
6669,29
6670,28
6671,27
6672,28
6673,27
6674,28
6675,29
6676,30
6677,29
6678,28
6679,27
6680,26
6681,25
6682,24
6683,23
6684,24
6685,25
6686,24
6687,23
6688,22
6689,21
6690,22
6691,23
6692,22
6693,23
6694,24
6695,23
6696,24
6697,25
6698,26
6699,27
6700,28
6701,27
6702,28
6703,29
6704,28
6705,27
6706,28
6707,27
6708,26
6709,25
6710,26
6711,25
6712,24
6713,25
6714,24
6715,23
6716,24
6717,25
6718,26
6719,27
6720,28
6721,27
6722,28
6723,27
6724,26
6725,25
6726,24
6727,25
6728,26
6729,25
6730,26
6731,25
6732,26
6733,25
6734,24
6735,23
6736,24
6737,23
6738,24
6739,23
6740,22
6741,21
6742,22
6743,23
6744,24
6745,23
6746,22
6747,23
6748,24
6749,25
6750,24
6751,23
6752,22
6753,23
6754,24
6755,25
6756,26
6757,25
6758,26
6759,25
6760,26
6761,27
6762,26
6763,25
6764,24
6765,23
6766,22
6767,23
6768,24
6769,23
6770,22
6771,21
6772,22
6773,23
6774,22
6775,23
6776,24
6777,23
6778,24
6779,25
6780,24
6781,23
6782,22
6783,21
6784,22
6785,21
6786,22
6787,23
6788,22
6789,23
6790,24
6791,23
6792,24
6793,25
6794,24
6795,23
6796,24
6797,23
6798,24
6799,23
6800,22
6801,23
6802,24
6803,25
6804,26
6805,25
6806,26
6807,27
6808,28
6809,27
6810,26
6811,27
6812,28
6813,29
6814,30
6815,29
6816,28
6817,29
6818,30
